Datum,Ort,Produkt,Anzahl
2018-01-05,Weimar,AutoPilot,423
2018-01-06,Erfurt,SmartDesk,0
2018-01-06,Erfurt,HealthHub,0
2018-01-06,Erfurt,QuantumStorage,0
2018-01-06,Erfurt,LearningSphere,0
2018-01-06,Erfurt,AutoPilot,0
2018-01-06,Ilmenau,SmartDesk,0
2018-01-06,Ilmenau,HealthHub,0
2018-01-06,Ilmenau,QuantumStorage,0
2018-01-06,Ilmenau,LearningSphere,0
2018-01-06,Ilmenau,AutoPilot,0
2018-01-06,Jena,SmartDesk,0
2018-01-06,Jena,HealthHub,0
2018-01-06,Jena,QuantumStorage,0
2018-01-06,Jena,LearningSphere,0
2018-01-06,Jena,AutoPilot,0
2018-01-06,Weimar,SmartDesk,0
2018-01-06,Weimar,HealthHub,0
2018-01-06,Weimar,QuantumStorage,0
2018-01-06,Weimar,LearningSphere,0
2018-01-06,Weimar,AutoPilot,0
2018-01-07,Erfurt,SmartDesk,0
2018-01-07,Erfurt,HealthHub,0
2018-01-07,Erfurt,QuantumStorage,0
2018-01-07,Erfurt,LearningSphere,0
2018-01-07,Erfurt,AutoPilot,0
2018-01-07,Ilmenau,SmartDesk,0
2018-01-07,Ilmenau,HealthHub,0
2018-01-07,Ilmenau,QuantumStorage,0
2018-01-07,Ilmenau,LearningSphere,0
2018-01-07,Ilmenau,AutoPilot,0
2018-01-07,Jena,SmartDesk,0
2018-01-07,Jena,HealthHub,0
2018-01-07,Jena,QuantumStorage,0
2018-01-07,Jena,LearningSphere,0
2018-01-07,Jena,AutoPilot,0
2018-01-07,Weimar,SmartDesk,0
2018-01-07,Weimar,HealthHub,0
2018-01-07,Weimar,QuantumStorage,0
2018-01-07,Weimar,LearningSphere,0
2018-01-07,Weimar,AutoPilot,0
2018-01-08,Erfurt,SmartDesk,633
2018-01-08,Erfurt,HealthHub,821
2018-01-08,Erfurt,QuantumStorage,478
2018-01-08,Erfurt,LearningSphere,929
2018-01-08,Erfurt,AutoPilot,958
2018-01-08,Ilmenau,SmartDesk,583
2018-01-08,Ilmenau,HealthHub,338
2018-01-08,Ilmenau,QuantumStorage,0
2018-01-08,Ilmenau,LearningSphere,913
2018-01-08,Ilmenau,AutoPilot,638
2018-01-08,Jena,SmartDesk,592
2018-01-08,Jena,HealthHub,362
2018-01-08,Jena,QuantumStorage,464
2018-01-08,Jena,LearningSphere,767
2018-01-08,Jena,AutoPilot,441
2018-01-08,Weimar,SmartDesk,117
2018-01-08,Weimar,HealthHub,100
2018-01-08,Weimar,QuantumStorage,395
2018-01-08,Weimar,LearningSphere,718
2018-01-08,Weimar,AutoPilot,633
2018-01-09,Erfurt,SmartDesk,471
2018-01-09,Erfurt,HealthHub,500
2018-01-09,Erfurt,QuantumStorage,285
2018-01-09,Erfurt,LearningSphere,606
2018-01-09,Erfurt,AutoPilot,715
2018-01-09,Ilmenau,SmartDesk,384
2018-01-09,Ilmenau,HealthHub,209
2018-01-09,Ilmenau,QuantumStorage,0
2018-01-09,Ilmenau,LearningSphere,716
2018-01-09,Ilmenau,AutoPilot,422
2018-01-09,Jena,SmartDesk,483
2018-01-09,Jena,HealthHub,235
2018-01-09,Jena,QuantumStorage,385
2018-01-09,Jena,LearningSphere,623
2018-01-09,Jena,AutoPilot,347
2018-01-09,Weimar,SmartDesk,69
2018-01-09,Weimar,HealthHub,69
2018-01-09,Weimar,QuantumStorage,281
2018-01-09,Weimar,LearningSphere,458
2018-01-09,Weimar,AutoPilot,471
2018-01-10,Erfurt,SmartDesk,529
2018-01-10,Erfurt,HealthHub,652
2018-01-10,Erfurt,QuantumStorage,389
2018-01-10,Erfurt,LearningSphere,851
2018-01-10,Erfurt,AutoPilot,811
2018-01-10,Ilmenau,SmartDesk,453
2018-01-10,Ilmenau,HealthHub,232
2018-01-10,Ilmenau,QuantumStorage,0
2018-01-10,Ilmenau,LearningSphere,809
2018-01-10,Ilmenau,AutoPilot,543
2018-01-10,Jena,SmartDesk,558
2018-01-10,Jena,HealthHub,319
2018-01-10,Jena,QuantumStorage,386
2018-01-10,Jena,LearningSphere,694
2018-01-10,Jena,AutoPilot,400
2018-01-10,Weimar,SmartDesk,83
2018-01-10,Weimar,HealthHub,89
2018-01-10,Weimar,QuantumStorage,297
2018-01-10,Weimar,LearningSphere,552
2018-01-10,Weimar,AutoPilot,529
2018-01-11,Erfurt,SmartDesk,560
2018-01-11,Erfurt,HealthHub,731
2018-01-11,Erfurt,QuantumStorage,513
2018-01-11,Erfurt,LearningSphere,1004
2018-01-11,Erfurt,AutoPilot,919
2018-01-11,Ilmenau,SmartDesk,469
2018-01-11,Ilmenau,HealthHub,321
2018-01-11,Ilmenau,QuantumStorage,0
2018-01-11,Ilmenau,LearningSphere,980
2018-01-11,Ilmenau,AutoPilot,567
2018-01-11,Jena,SmartDesk,538
2018-01-11,Jena,HealthHub,397
2018-01-11,Jena,QuantumStorage,437
2018-01-11,Jena,LearningSphere,756
2018-01-11,Jena,AutoPilot,440
2018-01-11,Weimar,SmartDesk,99
2018-01-11,Weimar,HealthHub,88
2018-01-11,Weimar,QuantumStorage,335
2018-01-11,Weimar,LearningSphere,624
2018-01-11,Weimar,AutoPilot,560
2018-01-12,Erfurt,SmartDesk,451
2018-01-12,Erfurt,HealthHub,640
2018-01-12,Erfurt,QuantumStorage,358
2018-01-12,Erfurt,LearningSphere,687
2018-01-12,Erfurt,AutoPilot,611
2018-01-12,Ilmenau,SmartDesk,368
2018-01-12,Ilmenau,HealthHub,187
2018-01-12,Ilmenau,QuantumStorage,0
2018-01-12,Ilmenau,LearningSphere,602
2018-01-12,Ilmenau,AutoPilot,465
2018-01-12,Jena,SmartDesk,437
2018-01-12,Jena,HealthHub,289
2018-01-12,Jena,QuantumStorage,350
2018-01-12,Jena,LearningSphere,510
2018-01-12,Jena,AutoPilot,353
2018-01-12,Weimar,SmartDesk,71
2018-01-12,Weimar,HealthHub,76
2018-01-12,Weimar,QuantumStorage,311
2018-01-12,Weimar,LearningSphere,549
2018-01-12,Weimar,AutoPilot,451
2018-01-13,Erfurt,SmartDesk,0
2018-01-13,Erfurt,HealthHub,0
2018-01-13,Erfurt,QuantumStorage,0
2018-01-13,Erfurt,LearningSphere,0
2018-01-13,Erfurt,AutoPilot,0
2018-01-13,Ilmenau,SmartDesk,0
2018-01-13,Ilmenau,HealthHub,0
2018-01-13,Ilmenau,QuantumStorage,0
2018-01-13,Ilmenau,LearningSphere,0
2018-01-13,Ilmenau,AutoPilot,0
2018-01-13,Jena,SmartDesk,0
2018-01-13,Jena,HealthHub,0
2018-01-13,Jena,QuantumStorage,0
2018-01-13,Jena,LearningSphere,0
2018-01-13,Jena,AutoPilot,0
2018-01-13,Weimar,SmartDesk,0
2018-01-13,Weimar,HealthHub,0
2018-01-13,Weimar,QuantumStorage,0
2018-01-13,Weimar,LearningSphere,0
2018-01-13,Weimar,AutoPilot,0
2018-01-14,Erfurt,SmartDesk,0
2018-01-14,Erfurt,HealthHub,0
2018-01-14,Erfurt,QuantumStorage,0
2018-01-14,Erfurt,LearningSphere,0
2018-01-14,Erfurt,AutoPilot,0
2018-01-14,Ilmenau,SmartDesk,0
2018-01-14,Ilmenau,HealthHub,0
2018-01-14,Ilmenau,QuantumStorage,0
2018-01-14,Ilmenau,LearningSphere,0
2018-01-14,Ilmenau,AutoPilot,0
2018-01-14,Jena,SmartDesk,0
2018-01-14,Jena,HealthHub,0
2018-01-14,Jena,QuantumStorage,0
2018-01-14,Jena,LearningSphere,0
2018-01-14,Jena,AutoPilot,0
2018-01-14,Weimar,SmartDesk,0
2018-01-14,Weimar,HealthHub,0
2018-01-14,Weimar,QuantumStorage,0
2018-01-14,Weimar,LearningSphere,0
2018-01-14,Weimar,AutoPilot,0
2018-01-15,Erfurt,SmartDesk,554
2018-01-15,Erfurt,HealthHub,705
2018-01-15,Erfurt,QuantumStorage,520
2018-01-15,Erfurt,LearningSphere,1029
2018-01-15,Erfurt,AutoPilot,887
2018-01-15,Ilmenau,SmartDesk,488
2018-01-15,Ilmenau,HealthHub,339
2018-01-15,Ilmenau,QuantumStorage,0
2018-01-15,Ilmenau,LearningSphere,930
2018-01-15,Ilmenau,AutoPilot,594
2018-01-15,Jena,SmartDesk,728
2018-01-15,Jena,HealthHub,376
2018-01-15,Jena,QuantumStorage,491
2018-01-15,Jena,LearningSphere,908
2018-01-15,Jena,AutoPilot,521
2018-01-15,Weimar,SmartDesk,110
2018-01-15,Weimar,HealthHub,104
2018-01-15,Weimar,QuantumStorage,424
2018-01-15,Weimar,LearningSphere,671
2018-01-15,Weimar,AutoPilot,554
2018-01-16,Erfurt,SmartDesk,369
2018-01-16,Erfurt,HealthHub,580
2018-01-16,Erfurt,QuantumStorage,301
2018-01-16,Erfurt,LearningSphere,692
2018-01-16,Erfurt,AutoPilot,546
2018-01-16,Ilmenau,SmartDesk,367
2018-01-16,Ilmenau,HealthHub,214
2018-01-16,Ilmenau,QuantumStorage,0
2018-01-16,Ilmenau,LearningSphere,655
2018-01-16,Ilmenau,AutoPilot,373
2018-01-16,Jena,SmartDesk,371
2018-01-16,Jena,HealthHub,256
2018-01-16,Jena,QuantumStorage,292
2018-01-16,Jena,LearningSphere,501
2018-01-16,Jena,AutoPilot,332
2018-01-16,Weimar,SmartDesk,75
2018-01-16,Weimar,HealthHub,77
2018-01-16,Weimar,QuantumStorage,282
2018-01-16,Weimar,LearningSphere,552
2018-01-16,Weimar,AutoPilot,369
2018-01-17,Erfurt,SmartDesk,439
2018-01-17,Erfurt,HealthHub,580
2018-01-17,Erfurt,QuantumStorage,369
2018-01-17,Erfurt,LearningSphere,715
2018-01-17,Erfurt,AutoPilot,752
2018-01-17,Ilmenau,SmartDesk,464
2018-01-17,Ilmenau,HealthHub,252
2018-01-17,Ilmenau,QuantumStorage,0
2018-01-17,Ilmenau,LearningSphere,766
2018-01-17,Ilmenau,AutoPilot,480
2018-01-17,Jena,SmartDesk,494
2018-01-17,Jena,HealthHub,337
2018-01-17,Jena,QuantumStorage,402
2018-01-17,Jena,LearningSphere,629
2018-01-17,Jena,AutoPilot,359
2018-01-17,Weimar,SmartDesk,75
2018-01-17,Weimar,HealthHub,79
2018-01-17,Weimar,QuantumStorage,298
2018-01-17,Weimar,LearningSphere,664
2018-01-17,Weimar,AutoPilot,439
2018-01-18,Erfurt,SmartDesk,523
2018-01-18,Erfurt,HealthHub,732
2018-01-18,Erfurt,QuantumStorage,414
2018-01-18,Erfurt,LearningSphere,837
2018-01-18,Erfurt,AutoPilot,802
2018-01-18,Ilmenau,SmartDesk,510
2018-01-18,Ilmenau,HealthHub,317
2018-01-18,Ilmenau,QuantumStorage,0
2018-01-18,Ilmenau,LearningSphere,823
2018-01-18,Ilmenau,AutoPilot,621
2018-01-18,Jena,SmartDesk,571
2018-01-18,Jena,HealthHub,348
2018-01-18,Jena,QuantumStorage,436
2018-01-18,Jena,LearningSphere,668
2018-01-18,Jena,AutoPilot,387
2018-01-18,Weimar,SmartDesk,83
2018-01-18,Weimar,HealthHub,97
2018-01-18,Weimar,QuantumStorage,370
2018-01-18,Weimar,LearningSphere,710
2018-01-18,Weimar,AutoPilot,523
2018-01-19,Erfurt,SmartDesk,469
2018-01-19,Erfurt,HealthHub,552
2018-01-19,Erfurt,QuantumStorage,308
2018-01-19,Erfurt,LearningSphere,601
2018-01-19,Erfurt,AutoPilot,736
2018-01-19,Ilmenau,SmartDesk,389
2018-01-19,Ilmenau,HealthHub,224
2018-01-19,Ilmenau,QuantumStorage,0
2018-01-19,Ilmenau,LearningSphere,735
2018-01-19,Ilmenau,AutoPilot,443
2018-01-19,Jena,SmartDesk,420
2018-01-19,Jena,HealthHub,267
2018-01-19,Jena,QuantumStorage,422
2018-01-19,Jena,LearningSphere,663
2018-01-19,Jena,AutoPilot,336
2018-01-19,Weimar,SmartDesk,63
2018-01-19,Weimar,HealthHub,66
2018-01-19,Weimar,QuantumStorage,304
2018-01-19,Weimar,LearningSphere,547
2018-01-19,Weimar,AutoPilot,469
2018-01-20,Erfurt,SmartDesk,0
2018-01-20,Erfurt,HealthHub,0
2018-01-20,Erfurt,QuantumStorage,0
2018-01-20,Erfurt,LearningSphere,0
2018-01-20,Erfurt,AutoPilot,0
2018-01-20,Ilmenau,SmartDesk,0
2018-01-20,Ilmenau,HealthHub,0
2018-01-20,Ilmenau,QuantumStorage,0
2018-01-20,Ilmenau,LearningSphere,0
2018-01-20,Ilmenau,AutoPilot,0
2018-01-20,Jena,SmartDesk,0
2018-01-20,Jena,HealthHub,0
2018-01-20,Jena,QuantumStorage,0
2018-01-20,Jena,LearningSphere,0
2018-01-20,Jena,AutoPilot,0
2018-01-20,Weimar,SmartDesk,0
2018-01-20,Weimar,HealthHub,0
2018-01-20,Weimar,QuantumStorage,0
2018-01-20,Weimar,LearningSphere,0
2018-01-20,Weimar,AutoPilot,0
2018-01-21,Erfurt,SmartDesk,0
2018-01-21,Erfurt,HealthHub,0
2018-01-21,Erfurt,QuantumStorage,0
2018-01-21,Erfurt,LearningSphere,0
2018-01-21,Erfurt,AutoPilot,0
2018-01-21,Ilmenau,SmartDesk,0
2018-01-21,Ilmenau,HealthHub,0
2018-01-21,Ilmenau,QuantumStorage,0
2018-01-21,Ilmenau,LearningSphere,0
2018-01-21,Ilmenau,AutoPilot,0
2018-01-21,Jena,SmartDesk,0
2018-01-21,Jena,HealthHub,0
2018-01-21,Jena,QuantumStorage,0
2018-01-21,Jena,LearningSphere,0
2018-01-21,Jena,AutoPilot,0
2018-01-21,Weimar,SmartDesk,0
2018-01-21,Weimar,HealthHub,0
2018-01-21,Weimar,QuantumStorage,0
2018-01-21,Weimar,LearningSphere,0
2018-01-21,Weimar,AutoPilot,0
2018-01-22,Erfurt,SmartDesk,582
2018-01-22,Erfurt,HealthHub,862
2018-01-22,Erfurt,QuantumStorage,487
2018-01-22,Erfurt,LearningSphere,902
2018-01-22,Erfurt,AutoPilot,983
2018-01-22,Ilmenau,SmartDesk,508
2018-01-22,Ilmenau,HealthHub,322
2018-01-22,Ilmenau,QuantumStorage,0
2018-01-22,Ilmenau,LearningSphere,893
2018-01-22,Ilmenau,AutoPilot,651
2018-01-22,Jena,SmartDesk,625
2018-01-22,Jena,HealthHub,353
2018-01-22,Jena,QuantumStorage,490
2018-01-22,Jena,LearningSphere,834
2018-01-22,Jena,AutoPilot,509
2018-01-22,Weimar,SmartDesk,90
2018-01-22,Weimar,HealthHub,97
2018-01-22,Weimar,QuantumStorage,398
2018-01-22,Weimar,LearningSphere,815
2018-01-22,Weimar,AutoPilot,582
2018-01-23,Erfurt,SmartDesk,366
2018-01-23,Erfurt,HealthHub,605
2018-01-23,Erfurt,QuantumStorage,379
2018-01-23,Erfurt,LearningSphere,590
2018-01-23,Erfurt,AutoPilot,611
2018-01-23,Ilmenau,SmartDesk,312
2018-01-23,Ilmenau,HealthHub,198
2018-01-23,Ilmenau,QuantumStorage,0
2018-01-23,Ilmenau,LearningSphere,714
2018-01-23,Ilmenau,AutoPilot,490
2018-01-23,Jena,SmartDesk,438
2018-01-23,Jena,HealthHub,301
2018-01-23,Jena,QuantumStorage,366
2018-01-23,Jena,LearningSphere,522
2018-01-23,Jena,AutoPilot,274
2018-01-23,Weimar,SmartDesk,74
2018-01-23,Weimar,HealthHub,65
2018-01-23,Weimar,QuantumStorage,236
2018-01-23,Weimar,LearningSphere,527
2018-01-23,Weimar,AutoPilot,366
2018-01-24,Erfurt,SmartDesk,516
2018-01-24,Erfurt,HealthHub,622
2018-01-24,Erfurt,QuantumStorage,399
2018-01-24,Erfurt,LearningSphere,829
2018-01-24,Erfurt,AutoPilot,756
2018-01-24,Ilmenau,SmartDesk,408
2018-01-24,Ilmenau,HealthHub,251
2018-01-24,Ilmenau,QuantumStorage,0
2018-01-24,Ilmenau,LearningSphere,778
2018-01-24,Ilmenau,AutoPilot,506
2018-01-24,Jena,SmartDesk,547
2018-01-24,Jena,HealthHub,343
2018-01-24,Jena,QuantumStorage,445
2018-01-24,Jena,LearningSphere,684
2018-01-24,Jena,AutoPilot,407
2018-01-24,Weimar,SmartDesk,71
2018-01-24,Weimar,HealthHub,76
2018-01-24,Weimar,QuantumStorage,307
2018-01-24,Weimar,LearningSphere,577
2018-01-24,Weimar,AutoPilot,516
2018-01-25,Erfurt,SmartDesk,538
2018-01-25,Erfurt,HealthHub,798
2018-01-25,Erfurt,QuantumStorage,428
2018-01-25,Erfurt,LearningSphere,935
2018-01-25,Erfurt,AutoPilot,884
2018-01-25,Ilmenau,SmartDesk,539
2018-01-25,Ilmenau,HealthHub,302
2018-01-25,Ilmenau,QuantumStorage,0
2018-01-25,Ilmenau,LearningSphere,834
2018-01-25,Ilmenau,AutoPilot,532
2018-01-25,Jena,SmartDesk,643
2018-01-25,Jena,HealthHub,377
2018-01-25,Jena,QuantumStorage,445
2018-01-25,Jena,LearningSphere,770
2018-01-25,Jena,AutoPilot,474
2018-01-25,Weimar,SmartDesk,78
2018-01-25,Weimar,HealthHub,98
2018-01-25,Weimar,QuantumStorage,377
2018-01-25,Weimar,LearningSphere,637
2018-01-25,Weimar,AutoPilot,538
2018-01-26,Erfurt,SmartDesk,431
2018-01-26,Erfurt,HealthHub,606
2018-01-26,Erfurt,QuantumStorage,329
2018-01-26,Erfurt,LearningSphere,726
2018-01-26,Erfurt,AutoPilot,738
2018-01-26,Ilmenau,SmartDesk,342
2018-01-26,Ilmenau,HealthHub,209
2018-01-26,Ilmenau,QuantumStorage,0
2018-01-26,Ilmenau,LearningSphere,724
2018-01-26,Ilmenau,AutoPilot,418
2018-01-26,Jena,SmartDesk,430
2018-01-26,Jena,HealthHub,312
2018-01-26,Jena,QuantumStorage,392
2018-01-26,Jena,LearningSphere,688
2018-01-26,Jena,AutoPilot,319
2018-01-26,Weimar,SmartDesk,74
2018-01-26,Weimar,HealthHub,78
2018-01-26,Weimar,QuantumStorage,297
2018-01-26,Weimar,LearningSphere,556
2018-01-26,Weimar,AutoPilot,431
2018-01-27,Erfurt,SmartDesk,0
2018-01-27,Erfurt,HealthHub,0
2018-01-27,Erfurt,QuantumStorage,0
2018-01-27,Erfurt,LearningSphere,0
2018-01-27,Erfurt,AutoPilot,0
2018-01-27,Ilmenau,SmartDesk,0
2018-01-27,Ilmenau,HealthHub,0
2018-01-27,Ilmenau,QuantumStorage,0
2018-01-27,Ilmenau,LearningSphere,0
2018-01-27,Ilmenau,AutoPilot,0
2018-01-27,Jena,SmartDesk,0
2018-01-27,Jena,HealthHub,0
2018-01-27,Jena,QuantumStorage,0
2018-01-27,Jena,LearningSphere,0
2018-01-27,Jena,AutoPilot,0
2018-01-27,Weimar,SmartDesk,0
2018-01-27,Weimar,HealthHub,0
2018-01-27,Weimar,QuantumStorage,0
2018-01-27,Weimar,LearningSphere,0
2018-01-27,Weimar,AutoPilot,0
2018-01-28,Erfurt,SmartDesk,0
2018-01-28,Erfurt,HealthHub,0
2018-01-28,Erfurt,QuantumStorage,0
2018-01-28,Erfurt,LearningSphere,0
2018-01-28,Erfurt,AutoPilot,0
2018-01-28,Ilmenau,SmartDesk,0
2018-01-28,Ilmenau,HealthHub,0
2018-01-28,Ilmenau,QuantumStorage,0
2018-01-28,Ilmenau,LearningSphere,0
2018-01-28,Ilmenau,AutoPilot,0
2018-01-28,Jena,SmartDesk,0
2018-01-28,Jena,HealthHub,0
2018-01-28,Jena,QuantumStorage,0
2018-01-28,Jena,LearningSphere,0
2018-01-28,Jena,AutoPilot,0
2018-01-28,Weimar,SmartDesk,0
2018-01-28,Weimar,HealthHub,0
2018-01-28,Weimar,QuantumStorage,0
2018-01-28,Weimar,LearningSphere,0
2018-01-28,Weimar,AutoPilot,0
2018-01-29,Erfurt,SmartDesk,556
2018-01-29,Erfurt,HealthHub,884
2018-01-29,Erfurt,QuantumStorage,476
2018-01-29,Erfurt,LearningSphere,1071
2018-01-29,Erfurt,AutoPilot,928
2018-01-29,Ilmenau,SmartDesk,582
2018-01-29,Ilmenau,HealthHub,349
2018-01-29,Ilmenau,QuantumStorage,0
2018-01-29,Ilmenau,LearningSphere,1082
2018-01-29,Ilmenau,AutoPilot,622
2018-01-29,Jena,SmartDesk,729
2018-01-29,Jena,HealthHub,438
2018-01-29,Jena,QuantumStorage,471
2018-01-29,Jena,LearningSphere,934
2018-01-29,Jena,AutoPilot,513
2018-01-29,Weimar,SmartDesk,102
2018-01-29,Weimar,HealthHub,91
2018-01-29,Weimar,QuantumStorage,372
2018-01-29,Weimar,LearningSphere,772
2018-01-29,Weimar,AutoPilot,556
2018-01-30,Erfurt,SmartDesk,452
2018-01-30,Erfurt,HealthHub,497
2018-01-30,Erfurt,QuantumStorage,299
2018-01-30,Erfurt,LearningSphere,676
2018-01-30,Erfurt,AutoPilot,534
2018-01-30,Ilmenau,SmartDesk,382
2018-01-30,Ilmenau,HealthHub,198
2018-01-30,Ilmenau,QuantumStorage,0
2018-01-30,Ilmenau,LearningSphere,561
2018-01-30,Ilmenau,AutoPilot,449
2018-01-30,Jena,SmartDesk,470
2018-01-30,Jena,HealthHub,262
2018-01-30,Jena,QuantumStorage,372
2018-01-30,Jena,LearningSphere,563
2018-01-30,Jena,AutoPilot,267
2018-01-30,Weimar,SmartDesk,55
2018-01-30,Weimar,HealthHub,73
2018-01-30,Weimar,QuantumStorage,255
2018-01-30,Weimar,LearningSphere,423
2018-01-30,Weimar,AutoPilot,452
2018-01-31,Erfurt,SmartDesk,520
2018-01-31,Erfurt,HealthHub,715
2018-01-31,Erfurt,QuantumStorage,389
2018-01-31,Erfurt,LearningSphere,826
2018-01-31,Erfurt,AutoPilot,831
2018-01-31,Ilmenau,SmartDesk,381
2018-01-31,Ilmenau,HealthHub,244
2018-01-31,Ilmenau,QuantumStorage,0
2018-01-31,Ilmenau,LearningSphere,824
2018-01-31,Ilmenau,AutoPilot,489
2018-01-31,Jena,SmartDesk,534
2018-01-31,Jena,HealthHub,341
2018-01-31,Jena,QuantumStorage,418
2018-01-31,Jena,LearningSphere,635
2018-01-31,Jena,AutoPilot,351
2018-01-31,Weimar,SmartDesk,75
2018-01-31,Weimar,HealthHub,84
2018-01-31,Weimar,QuantumStorage,347
2018-01-31,Weimar,LearningSphere,638
2018-01-31,Weimar,AutoPilot,520
2018-02-01,Erfurt,SmartDesk,622
2018-02-01,Erfurt,HealthHub,648
2018-02-01,Erfurt,QuantumStorage,482
2018-02-01,Erfurt,LearningSphere,842
2018-02-01,Erfurt,AutoPilot,845
2018-02-01,Ilmenau,SmartDesk,477
2018-02-01,Ilmenau,HealthHub,313
2018-02-01,Ilmenau,QuantumStorage,0
2018-02-01,Ilmenau,LearningSphere,909
2018-02-01,Ilmenau,AutoPilot,560
2018-02-01,Jena,SmartDesk,653
2018-02-01,Jena,HealthHub,404
2018-02-01,Jena,QuantumStorage,500
2018-02-01,Jena,LearningSphere,667
2018-02-01,Jena,AutoPilot,386
2018-02-01,Weimar,SmartDesk,80
2018-02-01,Weimar,HealthHub,95
2018-02-01,Weimar,QuantumStorage,424
2018-02-01,Weimar,LearningSphere,744
2018-02-01,Weimar,AutoPilot,622
2018-02-02,Erfurt,SmartDesk,439
2018-02-02,Erfurt,HealthHub,585
2018-02-02,Erfurt,QuantumStorage,332
2018-02-02,Erfurt,LearningSphere,761
2018-02-02,Erfurt,AutoPilot,626
2018-02-02,Ilmenau,SmartDesk,394
2018-02-02,Ilmenau,HealthHub,216
2018-02-02,Ilmenau,QuantumStorage,0
2018-02-02,Ilmenau,LearningSphere,780
2018-02-02,Ilmenau,AutoPilot,496
2018-02-02,Jena,SmartDesk,443
2018-02-02,Jena,HealthHub,276
2018-02-02,Jena,QuantumStorage,373
2018-02-02,Jena,LearningSphere,636
2018-02-02,Jena,AutoPilot,317
2018-02-02,Weimar,SmartDesk,73
2018-02-02,Weimar,HealthHub,66
2018-02-02,Weimar,QuantumStorage,256
2018-02-02,Weimar,LearningSphere,460
2018-02-02,Weimar,AutoPilot,439
2018-02-03,Erfurt,SmartDesk,0
2018-02-03,Erfurt,HealthHub,0
2018-02-03,Erfurt,QuantumStorage,0
2018-02-03,Erfurt,LearningSphere,0
2018-02-03,Erfurt,AutoPilot,0
2018-02-03,Ilmenau,SmartDesk,0
2018-02-03,Ilmenau,HealthHub,0
2018-02-03,Ilmenau,QuantumStorage,0
2018-02-03,Ilmenau,LearningSphere,0
2018-02-03,Ilmenau,AutoPilot,0
2018-02-03,Jena,SmartDesk,0
2018-02-03,Jena,HealthHub,0
2018-02-03,Jena,QuantumStorage,0
2018-02-03,Jena,LearningSphere,0
2018-02-03,Jena,AutoPilot,0
2018-02-03,Weimar,SmartDesk,0
2018-02-03,Weimar,HealthHub,0
2018-02-03,Weimar,QuantumStorage,0
2018-02-03,Weimar,LearningSphere,0
2018-02-03,Weimar,AutoPilot,0
2018-02-04,Erfurt,SmartDesk,0
2018-02-04,Erfurt,HealthHub,0
2018-02-04,Erfurt,QuantumStorage,0
2018-02-04,Erfurt,LearningSphere,0
2018-02-04,Erfurt,AutoPilot,0
2018-02-04,Ilmenau,SmartDesk,0
2018-02-04,Ilmenau,HealthHub,0
2018-02-04,Ilmenau,QuantumStorage,0
2018-02-04,Ilmenau,LearningSphere,0
2018-02-04,Ilmenau,AutoPilot,0
2018-02-04,Jena,SmartDesk,0
2018-02-04,Jena,HealthHub,0
2018-02-04,Jena,QuantumStorage,0
2018-02-04,Jena,LearningSphere,0
2018-02-04,Jena,AutoPilot,0
2018-02-04,Weimar,SmartDesk,0
2018-02-04,Weimar,HealthHub,0
2018-02-04,Weimar,QuantumStorage,0
2018-02-04,Weimar,LearningSphere,0
2018-02-04,Weimar,AutoPilot,0
2018-02-05,Erfurt,SmartDesk,648
2018-02-05,Erfurt,HealthHub,752
2018-02-05,Erfurt,QuantumStorage,524
2018-02-05,Erfurt,LearningSphere,976
2018-02-05,Erfurt,AutoPilot,936
2018-02-05,Ilmenau,SmartDesk,494
2018-02-05,Ilmenau,HealthHub,324
2018-02-05,Ilmenau,QuantumStorage,0
2018-02-05,Ilmenau,LearningSphere,940
2018-02-05,Ilmenau,AutoPilot,681
2018-02-05,Jena,SmartDesk,729
2018-02-05,Jena,HealthHub,368
2018-02-05,Jena,QuantumStorage,506
2018-02-05,Jena,LearningSphere,868
2018-02-05,Jena,AutoPilot,521
2018-02-05,Weimar,SmartDesk,83
2018-02-05,Weimar,HealthHub,101
2018-02-05,Weimar,QuantumStorage,410
2018-02-05,Weimar,LearningSphere,800
2018-02-05,Weimar,AutoPilot,648
2018-02-06,Erfurt,SmartDesk,445
2018-02-06,Erfurt,HealthHub,632
2018-02-06,Erfurt,QuantumStorage,344
2018-02-06,Erfurt,LearningSphere,697
2018-02-06,Erfurt,AutoPilot,600
2018-02-06,Ilmenau,SmartDesk,403
2018-02-06,Ilmenau,HealthHub,198
2018-02-06,Ilmenau,QuantumStorage,0
2018-02-06,Ilmenau,LearningSphere,647
2018-02-06,Ilmenau,AutoPilot,418
2018-02-06,Jena,SmartDesk,484
2018-02-06,Jena,HealthHub,295
2018-02-06,Jena,QuantumStorage,325
2018-02-06,Jena,LearningSphere,546
2018-02-06,Jena,AutoPilot,368
2018-02-06,Weimar,SmartDesk,66
2018-02-06,Weimar,HealthHub,58
2018-02-06,Weimar,QuantumStorage,249
2018-02-06,Weimar,LearningSphere,526
2018-02-06,Weimar,AutoPilot,445
2018-02-07,Erfurt,SmartDesk,440
2018-02-07,Erfurt,HealthHub,664
2018-02-07,Erfurt,QuantumStorage,406
2018-02-07,Erfurt,LearningSphere,741
2018-02-07,Erfurt,AutoPilot,706
2018-02-07,Ilmenau,SmartDesk,455
2018-02-07,Ilmenau,HealthHub,250
2018-02-07,Ilmenau,QuantumStorage,0
